rating,title,author,date,helpful_votes
10,Great movie,bnczvb,"Jun 14, 2023",
9,Further than before,dekanv,"Jun 2, 2023",
9,"Excellent blend of action, emotion, and entertainment",Giuseppe_Silecchia,"Apr 15, 2024",
7,"Solid Spiderman flick, but not nearly as great as many would say.",boss-981-447297,"Jun 2, 2024",
9,The only problem is having to wait for the next part,VReviewsE,"May 12, 2024",
10,Can't wait for beyond the spiderverse,audsgutteridge,"Jun 1, 2023",
9,Movie review,saleemsa-51795,"Jan 1, 2025",
10,Amazing,georgeensor-78696,"Jun 14, 2023",
10,Spiderman is SO cool!!!!,weeniebob,"May 13, 2024",
9,damn that was an experience!,laraaislingmcguire,"Jun 5, 2023",
7,Spectacular spider man movie....?,scottishgeekguy,"Jun 4, 2023",
9,Just go watch it,Jayv04,"Jun 1, 2023",
7,A visual firework with some lacks,DLochner,"Feb 28, 2024",
3,A Total Disaster,yavkaconsult,"Dec 13, 2023",
9,Perfect use of animation! Bit too shonen tho,D1-86395,"Jul 4, 2024",
10,An Unforgettable Animated Spectacle,alanbijujohn,"Jun 1, 2023",
10,Who said Supehero movies can't be considered cinema?,amsyare,"Jun 1, 2023",
10,Peak,bobidimchev,"Jun 26, 2023",
10,"""Spider-Man: Across the Spider-Verse"" is a groundbreaking sequel",john-64651,"Feb 12, 2025",
7,"Beautiful, but felt like set-up.",cb_whitewood,"Sep 18, 2023",
7,Had me in the first half,kristinmariestandley,"Nov 21, 2023",
2,"Too tiring,,,",mkaleoglu,"Aug 14, 2023",
10,Work of Art.,i_odin,"May 12, 2024",
9,"find our identity, embrace our uniqueness, and defy those who seek to define us",robinbagaygay,"Apr 26, 2024",
9,Somehow it lived up to expectations,jackjbuckley,"Jun 2, 2023",
10,PhenominSpiderman: Across The Verse - A Spectacular Multiverse Adventureal,bolebharat,"Jul 15, 2024",
10,Best Spiderman film in years!,yehonatanresnick,"Apr 4, 2024",
10,Amazing movie,Moonylixht,"Apr 23, 2024",
3,Doesnt hold up to the first movie.,rich-12169,"Sep 25, 2023",
10,The most Amazing Spider-Man movie ever made,gregthomas-389-620584,"Jun 1, 2023",
8,The Dark Side of Miles Morales,tamerawillis,"Jul 15, 2024",
8,My First Animated Spiderman,mike-gullett,"Jun 12, 2023",
10,Perfection in and out of itself.,shawnyaddanapudi,"Jun 3, 2023",
10,Dope,VeryNotMe,"Jun 2, 2023",
8,Visual spectacle,khanrulz69,"Oct 5, 2023",
10,Gretest Movie of 2023,makonngranston,"May 6, 2024",
9,FENTASTIC ANIMATED MOVIE,harshat-95740,"Jul 19, 2024",
10,One of the best animation movie,dhanshrimilk,"Jul 26, 2024",
9,A worthy sequel,SmoreReviews,"Mar 22, 2024",
8,"Great movie, but...",OnlyAtJMart,"Jun 4, 2023",
4,It's part 1 of a 2-parter,sunflower1343,"Nov 15, 2023",
10,Perfect sequel,Esssay,"Apr 16, 2024",
8,One big web with all itsy bitsy spiders,FilmFrameByFrame,"Jul 30, 2024",
10,I don't know what to say,william-dunscombe,"Jun 24, 2023",
10,AMAZING!!!!!!,dani_moura,"Jun 1, 2023",
10,MUY BUENAPELICULA SIEMPRE LA VEO,esduinmerino,"Apr 14, 2024",
10,Welcome Addition to the Spider-Man Movie Collection,view_and_review,"Aug 14, 2023",
2,2 1/2 hours of my life I will never regain,dmr58,"Jun 4, 2023",
10,An animation for the ages,sonicheze8,"Jun 4, 2023",
9,Takes this series in a much darker direction without ever relenting on the fantastic animation and important character development,MrDHWong,"Jun 1, 2023",
10,Maybe best Animated movie?,alexsovodoupe,"Aug 27, 2023",
9,Epitome of animation features period.,SoumikBanerjee1996,"Aug 9, 2023",
10,The madness of series is increasing in every minute.,p-88453,"Jun 3, 2023",
9,B-R-I-L-L-I-A-N-T! Absolutely brilliant! [+92%],arungeorge13,"Aug 13, 2023",
1,The story line is meaningless and not connected.,honestreviewer-16813,"Jun 17, 2023",
10,Beautiful,zhnbwgkm,"Jun 3, 2023",
9,GREAT FOLLOW-UP...!,masonfisk,"Jun 28, 2023",
10,One of the greatest animated movies of all time,tewwence,"Nov 12, 2023",
9,One of if not the best Spider-Man Movie movie ever made,TreeHouse_Productions,"Nov 17, 2023",
10,Art that will future generations will enjoy,Asura_H,"Jun 13, 2023",
10,This may just be the greatest movie EVER,ouellettedavid,"Jun 7, 2023",
3,Horrible and incomprehensible,thosspot,"Jul 10, 2023",
10,My Spidey Sense tells me this movie is amazing!,greenpixie-55102,"Jun 3, 2023",
10,11/10 movie,dodoalex-97745,"Jul 25, 2023",
10,An absolute masterpiece and visually stunning,lundnielsensigrid,"Jan 11, 2024",
8,"Vibrant, explosive and once again revolutionary in its animation style. There isn't ANYTHING else like it, anywhere.",tinjo23,"Jun 1, 2023",
9,The best soundtrack of a movie ever !,Mohammad_Ramadan,"Oct 15, 2023",
9,"It's a Spider-Man movie, people will flock to theatres anyway.",himonsonowal,"Jun 3, 2023",
9,A kaleidoscope of colour and music from start to finish.,sbweightman,"Jun 3, 2023",
3,A Giant Let Down,dviroz,"Jun 15, 2023",
10,I'm in AWE,parksiet,"Jun 4, 2023",
10,One Of My Favorite Movies of all time.,Arekkusu0,"Oct 1, 2024",
10,"If you were expecting the same ol' tired cliches, then I suggest you merely watch a rerun.",Kristi_Hicks,"Aug 8, 2023",
10,This is the greatest superhero movie,jovannathaniel-36175,"Jun 3, 2023",
10,An Epic Leap into Cinematic Marvel!,arsalanweb,"Aug 19, 2023",
10,Mesmerizing and a stylish superhero film.,cruise01,"Sep 5, 2023",
10,The Best Animated Film of 2023,KalKenobi83,"Jun 16, 2023",
1,Sad excuse of a Spider-man movie,samuele-64371,"Feb 23, 2024",
9,Craziest Spiderman film I've ever seen...,shaikhirshad-41223,"Jun 2, 2023",
8,Brilliant; a testament to the power and freedom of moving images,TheVictoriousV,"Jun 12, 2023",
9,An absolutely stunning masterpiece,namob-43673,"Jun 2, 2023",
10,Spider-Man: Across the Spider-Verse - A Web-Slinging Masterpiece of Freshness and Uniqueness,legendary_drax_10,"Jun 2, 2023",
10,A Cinematic Triumph in Spider-Man: Across the Spider-Verse,nikhilbogineni,"Dec 1, 2023",
10,A Perfect Continuation to a Landmark Piece of Animation.,Rainbow_Firefly,"Jun 4, 2023",
9,Proof that superhero stories can be super,cliftonofun,"Jun 3, 2023",
3,Did I watch the same thing as everyone else?,fibulator777,"Aug 26, 2023",
10,I watched it 3x in 2 days and i wanna watch it more.,pradeepkumarchoice,"Aug 11, 2023",
9,One of the best animated films ever,dakotadickenson-83457,"Jun 12, 2023",
8,Spider-Man: Across the Spider-Verse,jboothmillard,"Jun 17, 2023",
9,Mind-boggling animation and tight pacing with a poor choice of ending,jackgdemoss,"Jun 4, 2023",
8,First Was More Groundbreaking,Slarkshark,"Jul 1, 2023",
10,An honest review of this incredible film,aaronborg-94523,"Oct 17, 2023",
10,"Mind-Blowing, Engaging And Suspenseful. Film Surpassed All Expectations",rannynm,"Jun 2, 2023",
4,What a big disappointment!,sowencheung,"Jun 12, 2023",
10,BEST SPIDER-MAN MOVE EVER MADE,heyday-03838,"Oct 1, 2023",
9,A Breathtaking Animated Adventure with mutiple Spider-Man.,ITALUKE,"Jun 3, 2023",
9,Amazing and Spetacular like no other movie,D4V1D2411,"Jun 9, 2023",
10,One of the greatest Spider-Man films ever made,jedwardlough,"Oct 20, 2023",
10,IM SPEECHLESS,carterm-43203,"Jun 3, 2023",
10,"""Nah, imma do my own thing""",srahul-98641,"Jun 10, 2023",
10,One of the best movies I've seen lately,ls_dev,"Jun 3, 2023",
3,Where did spiderpig go?,K0LZ,"Jun 11, 2023",
10,Quite a Simple Title - Greatest Animated Feature Film Ever Made,vertsix,"Jun 19, 2023",
10,"🎇 ""Nahhh, Im'a do my own Thing"" 🌉💐",DoNotComeToTheCinemaDepressed,"Jun 3, 2023",
10,"The writing for this movie is magnificently intricate. The depth of the characters, their families and their perspectives are so well delivered.",kevin_robbins,"Jun 2, 2023",
10,The Empire Strikes Back of animation and comic book movies,highfiveghost-20867,"Jun 6, 2023",
10,Amazing and stunning,kiselia,"Jun 4, 2023",
9,"""Do I have web on my face? What's the deal?""",owen-watts,"Jun 11, 2023",
1,Too loud,bravecaveman,"Aug 9, 2023",
10,Best cbm ever,sedrikkoyuncu,"Jun 2, 2023",
10,Peak,ljstrett,"Jun 4, 2023",
10,Best sequel EVER!!,srenaefuller,"Jun 5, 2023",
10,10/10 Spider Man's Best,vkxcgd,"Jun 7, 2023",
10,Simply superb! Amazing Spider Man is the correct name for this movie!,salimbibin,"Jun 2, 2023",
10,A MOVIE WE NEEDED 10/10,yashrajdindekar,"Jun 3, 2023",
2,no.,reesebarlow,"Jun 13, 2023",
10,Spider-Man,gepothegecko,"Jun 7, 2023",
10,THE BEST MOVE A HAVE SEEN IN YEARS,cotyfanara,"Jun 3, 2023",
10,Actually questioned myself,abhinavalladi,"Jun 1, 2023",
10,2099 is looking SPICY!,adambaehr,"Jun 8, 2023",
9,Much better than the first film.,groundzero-273-397110,"Aug 8, 2024",
10,Simply AMAZING,FortisFelix,"Jun 11, 2023",
10,Perfect,rlichman,"Jun 5, 2023",
1,Only one notch above Battlefield Earth...,waynemanor-39422,"Jun 26, 2023",
10,Best sequel ever,AkshitAshokShetty,"Nov 8, 2023",
9,A dazzling visual carnival.,catooooo,"Jun 8, 2023",
10,"Best Movies Out This Year, And One The Best Spider-Man Movies, Shoot, One Of The Best Marvel Movies Every",donutcommandernd,"Jun 2, 2023",
10,Best animated film ever,ashleighheaton-26131,"Jun 5, 2023",
10,Best Spiderman yet,railoraut,"Nov 7, 2023",
10,visually stunning but lacks slightly on the emotional ends,duriaswbtu,"Jun 26, 2023",
9,Good,patih88,"Oct 12, 2024",
1,Bad Pile of Garbage,brainb-47848,"Jul 3, 2023",
8,Excellence in visuals and storytelling,ACollegeStudent,"Jun 11, 2023",
10,Massive contender for the top movies,dylharris-86765,"Jun 11, 2023",
10,Insane Cool Movie,jpbogan,"Jun 3, 2023",
10,Brilliant story and visual perception,v-43900,"Jun 8, 2023",
10,Might Be the Best Thing I Ever Watched,ahmed-abou-hussein,"Jun 7, 2023",
9,Visual Overload,willster-83146,"Feb 20, 2024",
4,Awesome drawings not such a good story,sofijalalic,"Jan 14, 2024",
10,Epic,jakecseeley,"Jun 7, 2023",
10,So good I've already seen it twice,lukehirt,"Jun 8, 2023",
10,Speechless.,fishb77n,"Jun 4, 2023",
8,Phenomenal Movie,stebbo-08,"Jun 2, 2023",
10,The fate of the Spider-Verse,MB-reviewer185,"Jun 11, 2023",
9,A best comical movie,rajvignesh-60140,"Oct 28, 2023",
10,Was on the edge of my seat the whole time,juliatichanow,"Jun 20, 2023",
3,Overhyped and disappointing,hw-email,"Sep 6, 2023",
10,Should watch,ngoleminhanh,"Jun 3, 2023",
10,miles morales,wkkfjtxb,"Jun 4, 2023",
10,Woa.,lord_key_fu,"Jun 7, 2023",
10,I LOVE spiderman,yazmindiaz-74984,"Jun 28, 2023",
10,Blows every expectation out of the water,srkloppmann,"Feb 1, 2024",
10,"Perfect , just perfect",joaomiguelpbarbosa,"Jun 21, 2023",
1,Nothing happened,odlanherman,"Jun 6, 2023",
10,undeniable best spider-man movie ever,kelmndz,"Jun 6, 2023",
10,Spider-Man across the spider verse,alfiejoe-33601,"Jun 3, 2023",
10,I can already see who will win the Best Animated Movie at the Oscars,Puroo,"Jul 20, 2023",
10,A New Standard Has Been Set,jamalzaine,"Jun 6, 2023",
9,"An artistic masterpiece, but it's a part one of two",Dello_,"Jun 4, 2023",
10,Amazing piece of work!,paphone7041,"Jun 12, 2023",
10,Masterpiece in Animation,deepaktharu_,"Oct 6, 2023",
4,Not awesome but it's good.,jim-2384,"Jul 13, 2023",
10,Action man,raben-81146,"Nov 12, 2023",
10,A great Master piece,gustavoivanec,"Jun 4, 2023",
10,Web of wonders,amritansh-13625,"Jun 8, 2023",
8,sets the standard,dmansel,"Jun 2, 2023",
8,One More Swing Through the City with Miles & Co.,drqshadow-reviews,"Jul 10, 2023",
10,One of the best movies I ever seen,marilopezrb,"Jun 5, 2023",
3,overambitious overrated,sinre-96544,"Nov 14, 2023",
10,I can't wait for BTSV,eyadamr-96328,"Sep 5, 2023",
9,Stunning....,timothy-price-794-581328,"Aug 12, 2023",
10,Something for everyone.....literally,sm-99547,"Jul 7, 2023",
10,Spiderverse Review,leel-48499,"Jun 5, 2023",
10,Unbelievable! An artistic masterpiece.,yuu1,"Jun 3, 2023",
10,I have made an account just to rate this 10/10,polskipyton,"Jun 6, 2023",
10,10/10,thiyaguthilak,"Jun 3, 2023",
1,Overrated!,reviewsrev-93976,"Dec 8, 2023",
10,Masterpiece,fgdd-934-478301,"Jun 11, 2023",
10,The surreal spider multiverse of madness,Elvis-Del-Valle,"Jun 29, 2023",
10,Great,duyngnth,"Jun 3, 2023",
10,GO SEE IT. JUST GO. WORDS WONT DO IT JUSTICE.,magicstatic-56324,"Jun 6, 2023",
10,Materpiece 10/10,iancoronasb,"Jun 5, 2023",
8,Read after you watch!,johnvader-37435,"Aug 13, 2023",
10,W 10/10 movie,parzivalxxi,"Jun 4, 2023",
5,Confusing for someone who isn't invested into the spiderman story,alitarango-20989,"Jun 19, 2023",
10,The one and only...and the best spider-man!!!,elijahandreas,"Jan 18, 2024",
9,"Yep, this is a good movie",jackgmurphy,"Jul 15, 2023",
8,Best Spider-Man Movie Of All Time,liambarry-30136,"Jun 15, 2023",
10,Even better than I could have hoped!,zoeotaku,"Jun 2, 2023",
8,Better than Into the Spider-verse,h-i-hussain7,"May 31, 2023",
9,Great Spider-Man Movie!,Insert_Text,"Dec 12, 2023",
9,The best Spider-Man movie without a doubt,Jithindurden,"Jun 1, 2023",
4,Beautiful and incomprehensive corporate product which gives up on being itself while preaching to be yourself,i_dont_even,"Jun 3, 2023",
10,A TRIUMPH,darksied-36752,"Oct 20, 2023",
8,"Another stunningly animated, creative Spider-Man adventure",bastille-852-731547,"Jun 7, 2023",
10,What did I just see?,Majorglenn,"Aug 11, 2023",
8,"Great movie, part of the best of the year, but not better than Into the Spider-Verse",Movie_Rating_n_Ranking,"Jun 1, 2023",
10,best movie 2023,madhylmfao,"Jun 7, 2023",
10,AMAZING!!! SPECTACULAR!!! Referance intended😂,julliskorr,"Jun 3, 2023",
10,Spider man across the spider verse,ebrownky,"Oct 28, 2023",
1,Very overrated!,reviewsrev,"Dec 8, 2023",
10,Blew away the original by a landslide,Dream_caster,"Sep 30, 2024",
10,Best Sequel,jdizzle3205,"Jun 6, 2023",
10,Speechless,ronak_funky1902,"Jun 7, 2023",
10,Oscar material,constainfederico,"Jun 20, 2023",
10,One thing I realized? that among the top 20 qualified films THERE ARE NO ANIMATION FILM and when there is one in the middle they start to hate I honestly don't understand why?,vitorcristiano,"Sep 6, 2023",
10,Ridiculously Good,averywebster-60864,"Jun 7, 2023",
10,"Amazing movie visually, emotionally, and contextually",noahtsipursky,"Jun 9, 2023",
10,Cinema Personified: Incredible Movie,cinemapersonified,"Jun 12, 2023",
10,12/10 no notes,lucydalmolin,"Jun 5, 2023",
10,a must-see,dekuraculer,"Jun 8, 2023",
9,They did it again! So good!,fraser-simons,"Jun 4, 2023",
10,Quite possibly one of the greatest animated films of all time!,CoolguyMoviefan,"Jun 7, 2023",
10,Great movie,zulupphate,"Jun 22, 2023",
10,"This Movie hits a new high, truly Groundbreaking, a pure and simple MASTERPIECE!",The_Rider2004,"Jun 10, 2023",
2,Spider-Man: Across the Spider-Verse,studioAT,"Aug 24, 2024",
9,Wow just wow,eoinpgeary,"Jun 1, 2023",
9,I'm speechless-!,dylanwasunfortunatelytaken,"Jun 2, 2023",
10,One of the best spider movie ever made,bksma,"Jun 5, 2023",
10,Amazing,jamirw-72641,"Jun 4, 2023",
8,Why do i feel like I'm missing something ?,duncannoella,"Dec 29, 2023",
10,Cinematic Art,thesellerday,"Jun 9, 2023",
5,To be continued...,crazyburn87,"Nov 3, 2024",
